36.1836 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([1., 1., 1.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000004A70902B38>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000004A719C6F98>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='deg', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
40.1499 	EXP 	Created left_lower = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Stimuli/ScreenCorner2.png', interpolate=True, mask=None, maskParams=None, name='left_lower', opacity=1.0, ori=0.0, pos=array([-0.9, -0.7]), size=array([0.115625  , 0.51666667]), texRes=128, units='norm', win=Window(...))
40.1572 	EXP 	Created right_upper = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='Stimuli/ScreenCorner3.png', interpolate=True, mask=None, maskParams=None, name='right_upper', opacity=1.0, ori=0.0, pos=array([0.9, 0.7]), size=array([0.11979167, 0.49814815]), texRes=128, units='norm', win=Window(...))
40.1616 	EXP 	Created right_lower = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='Stimuli/ScreenCorner4.png', interpolate=True, mask=None, maskParams=None, name='right_lower', opacity=1.0, ori=0.0, pos=array([ 0.9, -0.7]), size=array([0.153125 , 0.5037037]), texRes=128, units='norm', win=Window(...))
40.1873 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.9, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=str(...), units='deg', win=Window(...), wrapWidth=30)
40.2460 	EXP 	Created story1_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='Stimuli/GalleryBuildingFromOutside.jpg', interpolate=True, mask=None, maskParams=None, name='story1_image', opacity=1.0, ori=0.0, pos=array([0. , 0.9]), size=array([1.01041667, 1.2537037 ]), texRes=128, units='norm', win=Window(...))
40.3258 	EXP 	Created story1_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.9, italic=False, languageStyle='LTR', name='story1_text', opacity=1.0, ori=0, pos=array([ 0., -5.]), rgb=array([0., 0., 0.]), text=str(...), units='deg', win=Window(...), wrapWidth=30)
40.3412 	EXP 	Created story2_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='Stimuli/GalleryPlanInside.jpg', interpolate=True, mask=None, maskParams=None, name='story2_image', opacity=1.0, ori=0.0, pos=array([0.5, 0. ]), size=array([0.47916667, 0.84074074]), texRes=128, units='norm', win=Window(...))
40.4266 	EXP 	Created story2_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.9, italic=False, languageStyle='LTR', name='story2_text', opacity=1.0, ori=0, pos=array([-6.,  0.]), rgb=array([0., 0., 0.]), text=str(...), units='deg', win=Window(...), wrapWidth=20)
40.4800 	EXP 	Created instr_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.9, italic=False, languageStyle='LTR', name='instr_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=str(...), units='deg', win=Window(...), wrapWidth=15.0)
40.4811 	EXP 	Created instr_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.9, italic=False, languageStyle='LTR', name='instr_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='', units='deg', win=Window(...), wrapWidth=15.0)
40.5116 	EXP 	Created start_task_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.9, italic=False, languageStyle='LTR', name='start_task_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=str(...), units='deg', win=Window(...), wrapWidth=15.0)
40.5344 	EXP 	Created map_inside_fx = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='Stimuli/GalleryPlanInside.jpg', interpolate=True, mask=None, maskParams=None, name='map_inside_fx', opacity=0.5, ori=0.0, pos=array([  0., -25.]), size=array([1040., 1000.]), texRes=128, units='pix', win=Window(...))
40.5381 	EXP 	Created fixation_cross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-1.0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineWidth=1, name='fixation_cross', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([20., 20.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
40.6182 	EXP 	Created main_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Stimuli/Fractals/69c.jpg', interpolate=True, mask=None, maskParams=None, name='main_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([300., 300.]), texRes=128, units='pix', win=Window(...))
40.6406 	EXP 	Created text_next_run = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.7, italic=False, languageStyle='LTR', name='text_next_run', opacity=1.0, ori=0, pos=array([3., 0.]), rgb=array([0., 0., 0.]), text='Ha folytathatjuk, nyomja meg a jobb nyilat.', units='deg', win=Window(...), wrapWidth=15.0)
40.6558 	EXP 	Created text_pause = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.7, italic=False, languageStyle='LTR', name='text_pause', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='Szünet...', units='deg', win=Window(...), wrapWidth=15.0)
40.6841 	EXP 	Created text_pause = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.5, italic=False, languageStyle='LTR', name='text_pause', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='Vége a feladatnak. Köszönjük!', units='deg', win=Window(...), wrapWidth=20)
40.8268 	WARNING 	t of last frame was 2493.64ms (=1/0)
41.0908 	WARNING 	t of last frame was 25.93ms (=1/38)
41.3065 	WARNING 	t of last frame was 25.32ms (=1/39)
41.3324 	WARNING 	t of last frame was 25.83ms (=1/38)
41.3731 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
49.7264 	DATA 	Keypress: left
49.7591 	EXP 	lb_check: text = 'Válaszgomb teszt:\n\nNyomja le a jobb nyilat!'
49.7591 	EXP 	lb_check: pos = (23, 0)
52.4624 	DATA 	Keypress: right
59.0064 	DATA 	Keypress: right
85.9435 	DATA 	Keypress: right
131.5673 	DATA 	Keypress: right
147.8459 	DATA 	Keypress: right
147.8758 	EXP 	instr_text: text = 'Figyeljen, kezdődik a gyakorlás.'
149.9698 	EXP 	main_image: pos = array([ 105.8791694, -280.6948548])
149.9698 	EXP 	main_image: image = 'Stimuli/Fractals/Practice/163a.jpg'
152.2571 	DATA 	Keypress: left
152.4027 	EXP 	instr_text: text = 'Az Ön döntése: A kép marad.'
155.3461 	EXP 	instr_text: text = ''
155.3461 	EXP 	main_image: pos = array([  79.33024861, -289.321122  ])
155.3461 	EXP 	main_image: image = 'Stimuli/Fractals/Practice/164a.jpg'
158.3878 	EXP 	main_image: pos = array([ 118.8239298, -275.4648321])
158.3878 	EXP 	main_image: image = 'Stimuli/Fractals/Practice/165a.jpg'
160.3110 	DATA 	Keypress: left
160.4791 	EXP 	instr_text: text = 'Az Ön döntése: A kép marad.'
163.9646 	EXP 	instr_text: text = ''
163.9646 	EXP 	main_image: pos = array([ 131.511344 , -269.6382139])
163.9646 	EXP 	main_image: image = 'Stimuli/Fractals/Practice/166a.jpg'
169.9501 	DATA 	Keypress: right
170.1164 	EXP 	instr_text: text = 'Az Ön döntése: A kép nem marad.'
173.5676 	EXP 	instr_text: text = ''
173.5676 	EXP 	main_image: pos = array([ 143.913934 , -263.2276194])
173.5676 	EXP 	main_image: image = 'Stimuli/Fractals/Practice/167a.jpg'
176.7355 	DATA 	Keypress: right
176.8821 	EXP 	instr_text: text = 'Az Ön döntése: A kép nem marad.'
180.1519 	EXP 	instr_text: text = ''
180.1519 	EXP 	main_image: pos = array([ 156.0048384, -256.2469325])
180.1519 	EXP 	main_image: image = 'Stimuli/Fractals/Practice/168b.jpg'
182.6307 	DATA 	Keypress: left
182.8340 	EXP 	instr_text: text = 'Az Ön döntése: A kép marad.'
185.7070 	EXP 	instr_text: text = ''
192.0929 	DATA 	Keypress: right
192.1227 	EXP 	instr_text: text = 'A kísérletvezető indítja a feladatot.'
194.7868 	DATA 	Keypress: space
194.9542 	EXP 	start_task_text: text = 'Figyeljen, kezdődik a feladat...'
197.0163 	EXP 	main_image: pos = array([300.,   0.])
197.0163 	EXP 	main_image: image = 'Stimuli/Fractals/69c.jpg'
199.9569 	DATA 	Keypress: left
201.5642 	EXP 	main_image: pos = array([299.5888604 ,  15.70078687])
201.5642 	EXP 	main_image: image = 'Stimuli/Fractals/111c.jpg'
209.1050 	DATA 	Keypress: left
210.1304 	EXP 	main_image: pos = array([298.3565686 ,  31.35853898])
210.1304 	EXP 	main_image: image = 'Stimuli/Fractals/81c.jpg'
213.1320 	DATA 	Keypress: right
214.7100 	EXP 	main_image: pos = array([296.3065022 ,  46.93033951])
214.7100 	EXP 	main_image: image = 'Stimuli/Fractals/133b.jpg'
216.7530 	DATA 	Keypress: right
218.2871 	EXP 	main_image: pos = array([293.4442802 ,  62.37350725])
218.2871 	EXP 	main_image: image = 'Stimuli/Fractals/143a.jpg'
224.8024 	DATA 	Keypress: left
225.8500 	EXP 	main_image: pos = array([298.3565686 ,  31.35853898])
225.8500 	EXP 	main_image: image = 'Stimuli/Fractals/81b.jpg'
230.2700 	DATA 	Keypress: right
231.4149 	EXP 	main_image: pos = array([296.3065022 ,  46.93033951])
231.4149 	EXP 	main_image: image = 'Stimuli/Fractals/133b.jpg'
238.3657 	DATA 	Keypress: right
239.9767 	EXP 	main_image: pos = array([293.4442802 ,  62.37350725])
239.9767 	EXP 	main_image: image = 'Stimuli/Fractals/143c.jpg'
242.9276 	DATA 	Keypress: left
244.5550 	EXP 	main_image: pos = array([299.5888604 ,  15.70078687])
244.5550 	EXP 	main_image: image = 'Stimuli/Fractals/111c.jpg'
247.9646 	DATA 	Keypress: right
249.1287 	EXP 	main_image: pos = array([300.,   0.])
249.1287 	EXP 	main_image: image = 'Stimuli/Fractals/69c.jpg'
253.5215 	DATA 	Keypress: right
254.6792 	EXP 	main_image: pos = array([289.7777479 ,  77.64571353])
254.6792 	EXP 	main_image: image = 'Stimuli/Fractals/101a.jpg'
257.7131 	DATA 	Keypress: right
259.2576 	EXP 	main_image: pos = array([285.3169549 ,  92.70509831])
259.2576 	EXP 	main_image: image = 'Stimuli/Fractals/137c.jpg'
262.2674 	DATA 	Keypress: left
263.8221 	EXP 	main_image: pos = array([280.0741279, 107.5103849])
263.8221 	EXP 	main_image: image = 'Stimuli/Fractals/105a.jpg'
267.3586 	DATA 	Keypress: left
268.4040 	EXP 	main_image: pos = array([274.0636373, 122.0209929])
268.4040 	EXP 	main_image: image = 'Stimuli/Fractals/20c.jpg'
270.8600 	DATA 	Keypress: left
271.4946 	EXP 	main_image: pos = array([267.3019573, 136.1971499])
271.4946 	EXP 	main_image: image = 'Stimuli/Fractals/84b.jpg'
273.2594 	DATA 	Keypress: right
274.5741 	EXP 	main_image: pos = array([259.8076211, 150.       ])
274.5741 	EXP 	main_image: image = 'Stimuli/Fractals/70a.jpg'
278.1449 	EXP 	main_image: pos = array([ -77.64571353, -289.7777479 ])
278.1449 	EXP 	main_image: image = 'Stimuli/Fractals/137c.jpg'
278.3514 	DATA 	Keypress: left
283.0828 	DATA 	Keypress: right
283.7057 	EXP 	main_image: pos = array([267.3019573, 136.1971499])
283.7057 	EXP 	main_image: image = 'Stimuli/Fractals/84a.jpg'
289.1819 	DATA 	Keypress: right
290.2610 	EXP 	main_image: pos = array([251.6011704, 163.3917105])
290.2610 	EXP 	main_image: image = 'Stimuli/Fractals/94a.jpg'
292.8365 	DATA 	Keypress: right
293.8206 	EXP 	main_image: pos = array([280.0741279, 107.5103849])
293.8206 	EXP 	main_image: image = 'Stimuli/Fractals/105a.jpg'
297.0161 	DATA 	Keypress: left
298.4050 	EXP 	main_image: pos = array([242.7050983, 176.3355757])
298.4050 	EXP 	main_image: image = 'Stimuli/Fractals/96a.jpg'
304.9015 	DATA 	Keypress: right
305.9877 	EXP 	main_image: pos = array([233.1437884, 188.7961173])
305.9877 	EXP 	main_image: image = 'Stimuli/Fractals/42c.jpg'
307.8854 	DATA 	Keypress: right
309.5666 	EXP 	main_image: pos = array([274.0636373, 122.0209929])
309.5666 	EXP 	main_image: image = 'Stimuli/Fractals/20c.jpg'
312.9902 	DATA 	Keypress: left
314.1439 	EXP 	main_image: pos = array([251.6011704, 163.3917105])
314.1439 	EXP 	main_image: image = 'Stimuli/Fractals/94c.jpg'
316.0519 	DATA 	Keypress: right
317.7000 	EXP 	main_image: pos = array([ -77.64571353, -289.7777479 ])
317.7000 	EXP 	main_image: image = 'Stimuli/Fractals/70a.jpg'
321.2457 	DATA 	Keypress: right
322.2587 	EXP 	main_image: pos = array([289.7777479 ,  77.64571353])
322.2587 	EXP 	main_image: image = 'Stimuli/Fractals/101a.jpg'
325.3415 	DATA 	Keypress: right
325.8389 	EXP 	main_image: pos = array([222.9434476, 200.7391819])
325.8389 	EXP 	main_image: image = 'Stimuli/Fractals/104c.jpg'
332.4134 	DATA 	Keypress: left
333.4286 	EXP 	main_image: pos = array([212.1320344, 212.1320344])
333.4286 	EXP 	main_image: image = 'Stimuli/Fractals/45b.jpg'
336.8636 	DATA 	Keypress: left
337.9851 	EXP 	main_image: pos = array([ 233.1437884, -188.7961173])
337.9851 	EXP 	main_image: image = 'Stimuli/Fractals/42c.jpg'
342.9113 	DATA 	Keypress: right
344.5508 	EXP 	main_image: pos = array([-280.0741279,  107.5103849])
344.5508 	EXP 	main_image: image = 'Stimuli/Fractals/96a.jpg'
347.3036 	DATA 	Keypress: left
348.0988 	EXP 	main_image: pos = array([212.1320344, 212.1320344])
348.0988 	EXP 	main_image: image = 'Stimuli/Fractals/45b.jpg'
352.2509 	DATA 	Keypress: left
353.6762 	EXP 	main_image: pos = array([-242.7050983,  176.3355757])
353.6762 	EXP 	main_image: image = 'Stimuli/Fractals/104c.jpg'
359.4019 	DATA 	Keypress: left
360.2676 	EXP 	main_image: pos = array([200.7391819, 222.9434476])
360.2676 	EXP 	main_image: image = 'Stimuli/Fractals/125b.jpg'
363.7117 	DATA 	Keypress: left
363.8587 	EXP 	main_image: pos = array([188.7961173, 233.1437884])
363.8587 	EXP 	main_image: image = 'Stimuli/Fractals/139b.jpg'
368.3326 	DATA 	Keypress: right
369.4387 	EXP 	main_image: pos = array([176.3355757, 242.7050983])
369.4387 	EXP 	main_image: image = 'Stimuli/Fractals/29a.jpg'
377.8068 	DATA 	Keypress: right
379.0318 	EXP 	main_image: pos = array([163.3917105, 251.6011704])
379.0318 	EXP 	main_image: image = 'Stimuli/Fractals/91b.jpg'
381.1160 	DATA 	Keypress: right
382.5954 	EXP 	main_image: pos = array([-176.3355757,  242.7050983])
382.5954 	EXP 	main_image: image = 'Stimuli/Fractals/139b.jpg'
385.2123 	DATA 	Keypress: left
386.1850 	EXP 	main_image: pos = array([150.       , 259.8076211])
386.1850 	EXP 	main_image: image = 'Stimuli/Fractals/77a.jpg'
390.3721 	DATA 	Keypress: right
391.7605 	EXP 	main_image: pos = array([136.1971499, 267.3019573])
391.7605 	EXP 	main_image: image = 'Stimuli/Fractals/64c.jpg'
395.1632 	DATA 	Keypress: right
396.3222 	EXP 	main_image: pos = array([122.0209929, 274.0636373])
396.3222 	EXP 	main_image: image = 'Stimuli/Fractals/102a.jpg'
398.3771 	DATA 	Keypress: left
399.8822 	EXP 	main_image: pos = array([289.7777479 ,  77.64571353])
399.8822 	EXP 	main_image: image = 'Stimuli/Fractals/101a.jpg'
404.3574 	DATA 	Keypress: right
405.4405 	EXP 	main_image: pos = array([200.7391819, 222.9434476])
405.4405 	EXP 	main_image: image = 'Stimuli/Fractals/125b.jpg'
409.8781 	DATA 	Keypress: right
410.9972 	EXP 	main_image: pos = array([163.3917105, 251.6011704])
410.9972 	EXP 	main_image: image = 'Stimuli/Fractals/91b.jpg'
414.1308 	DATA 	Keypress: right
415.5823 	EXP 	main_image: pos = array([176.3355757, 242.7050983])
415.5823 	EXP 	main_image: image = 'Stimuli/Fractals/29b.jpg'
419.0030 	DATA 	Keypress: right
420.1621 	EXP 	main_image: pos = array([107.5103849, 280.0741279])
420.1621 	EXP 	main_image: image = 'Stimuli/Fractals/67c.jpg'
422.7975 	DATA 	Keypress: left
423.7330 	EXP 	main_image: pos = array([136.1971499, 267.3019573])
423.7330 	EXP 	main_image: image = 'Stimuli/Fractals/64c.jpg'
428.6284 	DATA 	Keypress: right
430.3097 	EXP 	main_image: pos = array([289.7777479 , -77.64571353])
430.3097 	EXP 	main_image: image = 'Stimuli/Fractals/77a.jpg'
432.4424 	DATA 	Keypress: right
433.8726 	EXP 	main_image: pos = array([ 92.70509831, 285.3169549 ])
433.8726 	EXP 	main_image: image = 'Stimuli/Fractals/41c.jpg'
436.6435 	DATA 	Keypress: left
437.4459 	EXP 	main_image: pos = array([298.3565686 ,  31.35853898])
437.4459 	EXP 	main_image: image = 'Stimuli/Fractals/102a.jpg'
439.4211 	DATA 	Keypress: left
441.0051 	EXP 	main_image: pos = array([280.0741279, 107.5103849])
441.0051 	EXP 	main_image: image = 'Stimuli/Fractals/67c.jpg'
443.3643 	DATA 	Keypress: right
444.5737 	EXP 	main_image: pos = array([ 77.64571353, 289.7777479 ])
444.5737 	EXP 	main_image: image = 'Stimuli/Fractals/103b.jpg'
448.5498 	DATA 	Keypress: left
450.1421 	EXP 	main_image: pos = array([ 62.37350725, 293.4442802 ])
450.1421 	EXP 	main_image: image = 'Stimuli/Fractals/138c.jpg'
454.1274 	DATA 	Keypress: right
455.7552 	EXP 	main_image: pos = array([ 92.70509831, 285.3169549 ])
455.7552 	EXP 	main_image: image = 'Stimuli/Fractals/41b.jpg'
457.2165 	DATA 	Keypress: left
458.8332 	EXP 	main_image: pos = array([ 77.64571353, 289.7777479 ])
458.8332 	EXP 	main_image: image = 'Stimuli/Fractals/103c.jpg'
460.8659 	DATA 	Keypress: left
462.4303 	EXP 	main_image: pos = array([ 46.93033951, 296.3065022 ])
462.4303 	EXP 	main_image: image = 'Stimuli/Fractals/50a.jpg'
464.4217 	DATA 	Keypress: right
465.9759 	EXP 	main_image: pos = array([289.7777479 ,  77.64571353])
465.9759 	EXP 	main_image: image = 'Stimuli/Fractals/101a.jpg'
468.4171 	DATA 	Keypress: right
469.5348 	EXP 	main_image: pos = array([ 31.35853898, 298.3565686 ])
469.5348 	EXP 	main_image: image = 'Stimuli/Fractals/90b.jpg'
471.2768 	DATA 	Keypress: left
472.5941 	EXP 	main_image: pos = array([ 15.70078687, 299.5888604 ])
472.5941 	EXP 	main_image: image = 'Stimuli/Fractals/144a.jpg'
475.9680 	DATA 	Keypress: left
477.1660 	EXP 	main_image: pos = array([ 62.37350725, 293.4442802 ])
477.1660 	EXP 	main_image: image = 'Stimuli/Fractals/138c.jpg'
478.5590 	DATA 	Keypress: right
480.2225 	EXP 	main_image: pos = array([-242.7050983, -176.3355757])
480.2225 	EXP 	main_image: image = 'Stimuli/Fractals/90b.jpg'
487.2586 	DATA 	Keypress: left
488.8643 	EXP 	main_image: pos = array([ 15.70078687, 299.5888604 ])
488.8643 	EXP 	main_image: image = 'Stimuli/Fractals/144c.jpg'
498.2671 	DATA 	Keypress: left
499.4940 	EXP 	main_image: pos = array([1.84e-14, 3.00e+02])
499.4940 	EXP 	main_image: image = 'Stimuli/Fractals/52c.jpg'
508.0132 	DATA 	Keypress: left
509.0769 	EXP 	main_image: pos = array([-15.70078687, 299.5888604 ])
509.0769 	EXP 	main_image: image = 'Stimuli/Fractals/140c.jpg'
511.2967 	DATA 	Keypress: left
512.6661 	EXP 	main_image: pos = array([ 46.93033951, 296.3065022 ])
512.6661 	EXP 	main_image: image = 'Stimuli/Fractals/50b.jpg'
518.0271 	DATA 	Keypress: right
519.2192 	EXP 	main_image: pos = array([-285.3169549 ,   92.70509831])
519.2192 	EXP 	main_image: image = 'Stimuli/Fractals/52c.jpg'
522.2227 	DATA 	Keypress: left
523.8838 	EXP 	main_image: pos = array([-31.35853898, 298.3565686 ])
523.8838 	EXP 	main_image: image = 'Stimuli/Fractals/24a.jpg'
528.9230 	DATA 	Keypress: right
530.4425 	EXP 	main_image: pos = array([-46.93033951, 296.3065022 ])
530.4425 	EXP 	main_image: image = 'Stimuli/Fractals/47b.jpg'
532.7139 	DATA 	Keypress: right
534.0609 	EXP 	main_image: pos = array([-62.37350725, 293.4442802 ])
534.0609 	EXP 	main_image: image = 'Stimuli/Fractals/4b.jpg'
538.8453 	DATA 	Keypress: left
539.6676 	EXP 	main_image: pos = array([-77.64571353, 289.7777479 ])
539.6676 	EXP 	main_image: image = 'Stimuli/Fractals/98c.jpg'
541.8262 	DATA 	Keypress: left
543.2289 	EXP 	main_image: pos = array([-15.70078687, 299.5888604 ])
543.2289 	EXP 	main_image: image = 'Stimuli/Fractals/140c.jpg'
545.4621 	DATA 	Keypress: left
546.8070 	EXP 	main_image: pos = array([289.7777479 ,  77.64571353])
546.8070 	EXP 	main_image: image = 'Stimuli/Fractals/101a.jpg'
548.7111 	DATA 	Keypress: right
549.8945 	EXP 	main_image: pos = array([-92.70509831, 285.3169549 ])
549.8945 	EXP 	main_image: image = 'Stimuli/Fractals/3a.jpg'
558.1074 	DATA 	Keypress: right
559.4444 	EXP 	main_image: pos = array([-107.5103849,  280.0741279])
559.4444 	EXP 	main_image: image = 'Stimuli/Fractals/71b.jpg'
564.8622 	DATA 	Keypress: right
566.0322 	EXP 	main_image: pos = array([-46.93033951, 296.3065022 ])
566.0322 	EXP 	main_image: image = 'Stimuli/Fractals/47b.jpg'
569.1178 	DATA 	Keypress: right
570.6314 	EXP 	main_image: pos = array([-31.35853898, 298.3565686 ])
570.6314 	EXP 	main_image: image = 'Stimuli/Fractals/24c.jpg'
574.1417 	DATA 	Keypress: right
