TrialIndex,StimType,Order,Delay,ScannerRun,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
97,LLP,1,4,2,,,,-233.1437884,188.7961173,-298.3565686,31.35853898,46.93033951,296.3065022,212.1320344,-212.1320344
98,ERP,1,4,2,,,,-242.7050983,176.3355757,-293.4442802,62.37350725,-298.3565686,-31.35853898,242.7050983,-176.3355757
99,OLP,2,0,2,,,,-212.1320344,212.1320344,-300,3.67E-14,15.70078687,299.5888604,222.9434476,-200.7391819
100,LLP,2,0,2,,,,-222.9434476,200.7391819,-267.3019573,136.1971499,-274.0636373,122.0209929,242.7050983,-176.3355757
101,LLP,1,2,2,,,,-251.6011704,163.3917105,-298.3565686,31.35853898,-77.64571353,289.7777479,251.6011704,-163.3917105
102,LLP,2,0,2,,,,-233.1437884,188.7961173,-298.3565686,31.35853898,46.93033951,296.3065022,212.1320344,-212.1320344
103,ERP,2,0,2,,,,-242.7050983,176.3355757,-293.4442802,62.37350725,-298.3565686,-31.35853898,242.7050983,-176.3355757
104,LLP,2,0,2,,,,-251.6011704,163.3917105,-298.3565686,31.35853898,-77.64571353,289.7777479,251.6011704,-163.3917105
105,BL,0,0,2,,,,259.8076211,150,,,,,,
106,ERP,1,4,2,,,,-259.8076211,150,-163.3917105,251.6011704,-176.3355757,242.7050983,251.6011704,-163.3917105
107,OLP,1,5,2,,,,-267.3019573,136.1971499,-299.5888604,-15.70078687,-222.9434476,200.7391819,274.0636373,-122.0209929
108,LLP,1,5,2,,,,-274.0636373,122.0209929,-299.5888604,15.70078687,-163.3917105,251.6011704,274.0636373,-122.0209929
109,OLP,1,2,2,,,,-280.0741279,107.5103849,-285.3169549,-92.70509831,-299.5888604,15.70078687,267.3019573,-136.1971499
110,ERP,1,4,2,,,,-285.3169549,92.70509831,-212.1320344,212.1320344,-293.4442802,-62.37350725,289.7777479,-77.64571353
111,ERP,2,0,2,,,,-259.8076211,150,-163.3917105,251.6011704,-176.3355757,242.7050983,251.6011704,-163.3917105
112,OLP,2,0,2,,,,-280.0741279,107.5103849,-285.3169549,-92.70509831,-299.5888604,15.70078687,267.3019573,-136.1971499
113,OLP,2,0,2,,,,-267.3019573,136.1971499,-299.5888604,-15.70078687,-222.9434476,200.7391819,274.0636373,-122.0209929
114,LLP,2,0,2,,,,-274.0636373,122.0209929,-299.5888604,15.70078687,-163.3917105,251.6011704,274.0636373,-122.0209929
115,ERP,2,0,2,,,,-285.3169549,92.70509831,-212.1320344,212.1320344,-293.4442802,-62.37350725,289.7777479,-77.64571353
116,ERP,1,3,2,,,,-289.7777479,77.64571353,-289.7777479,-77.64571353,-285.3169549,-92.70509831,293.4442802,-62.37350725
117,LLP,1,1,2,,,,-293.4442802,62.37350725,-299.5888604,-15.70078687,-267.3019573,136.1971499,298.3565686,-31.35853898
118,LLP,1,3,2,,,,-296.3065022,46.93033951,-296.3065022,-46.93033951,-267.3019573,136.1971499,298.3565686,-31.35853898
119,LLP,2,0,2,,,,-293.4442802,62.37350725,-299.5888604,-15.70078687,-267.3019573,136.1971499,298.3565686,-31.35853898
120,ERP,2,0,2,,,,-289.7777479,77.64571353,-289.7777479,-77.64571353,-285.3169549,-92.70509831,293.4442802,-62.37350725
121,LLP,1,2,2,,,,-298.3565686,31.35853898,-296.3065022,-46.93033951,-163.3917105,251.6011704,296.3065022,-46.93033951
122,LLP,2,0,2,,,,-296.3065022,46.93033951,-296.3065022,-46.93033951,-267.3019573,136.1971499,298.3565686,-31.35853898
123,ERP,1,1,2,,,,-299.5888604,15.70078687,-267.3019573,136.1971499,-233.1437884,-188.7961173,299.5888604,15.70078687
124,LLP,2,0,2,,,,-298.3565686,31.35853898,-296.3065022,-46.93033951,-163.3917105,251.6011704,296.3065022,-46.93033951
125,ERP,2,0,2,,,,-299.5888604,15.70078687,-267.3019573,136.1971499,-233.1437884,-188.7961173,299.5888604,15.70078687
126,BL,0,0,2,,,,259.8076211,150,,,,,,
127,ERP,1,1,2,,,,-300,3.67E-14,-274.0636373,122.0209929,-285.3169549,92.70509831,298.3565686,31.35853898
128,OLP,1,3,2,,,,-299.5888604,-15.70078687,-212.1320344,-212.1320344,-200.7391819,222.9434476,299.5888604,-15.70078687
129,ERP,2,0,2,,,,-300,3.67E-14,-274.0636373,122.0209929,-285.3169549,92.70509831,298.3565686,31.35853898
130,LLP,1,2,2,,,,-298.3565686,-31.35853898,-259.8076211,150,-259.8076211,150,299.5888604,15.70078687
131,LLP,1,3,2,,,,-296.3065022,-46.93033951,-163.3917105,-251.6011704,-274.0636373,-122.0209929,289.7777479,77.64571353
132,OLP,2,0,2,,,,-299.5888604,-15.70078687,-212.1320344,-212.1320344,-200.7391819,222.9434476,299.5888604,-15.70078687
133,LLP,2,0,2,,,,-298.3565686,-31.35853898,-259.8076211,150,-259.8076211,150,299.5888604,15.70078687
134,ERP,1,1,2,,,,-293.4442802,-62.37350725,-92.70509831,-285.3169549,-212.1320344,212.1320344,298.3565686,31.35853898
135,LLP,2,0,2,,,,-296.3065022,-46.93033951,-163.3917105,-251.6011704,-274.0636373,-122.0209929,289.7777479,77.64571353
136,ERP,2,0,2,,,,-293.4442802,-62.37350725,-92.70509831,-285.3169549,-212.1320344,212.1320344,298.3565686,31.35853898
137,ERP,1,5,2,,,,-289.7777479,-77.64571353,-298.3565686,31.35853898,-251.6011704,163.3917105,285.3169549,92.70509831
138,LLP,1,5,2,,,,-285.3169549,-92.70509831,-136.1971499,-267.3019573,-92.70509831,-285.3169549,280.0741279,107.5103849
139,LLP,1,2,2,,,,-280.0741279,-107.5103849,-107.5103849,-280.0741279,-233.1437884,-188.7961173,267.3019573,136.1971499
140,OLP,1,4,2,,,,-274.0636373,-122.0209929,-298.3565686,-31.35853898,-274.0636373,122.0209929,274.0636373,122.0209929
141,LLP,1,4,2,,,,-267.3019573,-136.1971499,-300,3.67E-14,-212.1320344,-212.1320344,274.0636373,122.0209929
142,LLP,2,0,2,,,,-280.0741279,-107.5103849,-107.5103849,-280.0741279,-233.1437884,-188.7961173,267.3019573,136.1971499
143,ERP,2,0,2,,,,-289.7777479,-77.64571353,-298.3565686,31.35853898,-251.6011704,163.3917105,285.3169549,92.70509831
144,LLP,2,0,2,,,,-285.3169549,-92.70509831,-136.1971499,-267.3019573,-92.70509831,-285.3169549,280.0741279,107.5103849
145,OLP,2,0,2,,,,-274.0636373,-122.0209929,-298.3565686,-31.35853898,-274.0636373,122.0209929,274.0636373,122.0209929
146,LLP,2,0,2,,,,-267.3019573,-136.1971499,-300,3.67E-14,-212.1320344,-212.1320344,274.0636373,122.0209929
147,BL,0,0,2,,,,259.8076211,150,,,,,,
148,LLP,1,3,2,,,,-259.8076211,-150,-296.3065022,-46.93033951,-188.7961173,-233.1437884,251.6011704,163.3917105
149,OLP,1,1,2,,,,-251.6011704,-163.3917105,-200.7391819,-222.9434476,-136.1971499,-267.3019573,242.7050983,176.3355757
150,ERP,1,2,2,,,,-242.7050983,-176.3355757,15.70078687,-299.5888604,-300,3.67E-14,242.7050983,176.3355757
151,OLP,2,0,2,,,,-251.6011704,-163.3917105,-200.7391819,-222.9434476,-136.1971499,-267.3019573,242.7050983,176.3355757
152,LLP,2,0,2,,,,-259.8076211,-150,-296.3065022,-46.93033951,-188.7961173,-233.1437884,251.6011704,163.3917105
153,ERP,2,0,2,,,,-242.7050983,-176.3355757,15.70078687,-299.5888604,-300,3.67E-14,242.7050983,176.3355757
154,LLP,1,3,2,,,,-233.1437884,-188.7961173,-299.5888604,15.70078687,-150,-259.8076211,212.1320344,212.1320344
155,ERP,1,1,2,,,,-222.9434476,-200.7391819,-267.3019573,-136.1971499,-274.0636373,-122.0209929,242.7050983,176.3355757
156,LLP,1,5,2,,,,-212.1320344,-212.1320344,-15.70078687,-299.5888604,-293.4442802,62.37350725,212.1320344,212.1320344
157,ERP,2,0,2,,,,-222.9434476,-200.7391819,-267.3019573,-136.1971499,-274.0636373,-122.0209929,242.7050983,176.3355757
158,LLP,2,0,2,,,,-233.1437884,-188.7961173,-299.5888604,15.70078687,-150,-259.8076211,212.1320344,212.1320344
159,ERP,1,4,2,,,,-200.7391819,-222.9434476,-285.3169549,-92.70509831,-15.70078687,-299.5888604,176.3355757,242.7050983
160,OLP,1,4,2,,,,-188.7961173,-233.1437884,-299.5888604,15.70078687,-296.3065022,-46.93033951,163.3917105,251.6011704
161,ERP,1,5,2,,,,-176.3355757,-242.7050983,62.37350725,-293.4442802,-300,3.67E-14,188.7961173,233.1437884
162,LLP,2,0,2,,,,-212.1320344,-212.1320344,-15.70078687,-299.5888604,-293.4442802,62.37350725,212.1320344,212.1320344
163,OLP,1,2,2,,,,-163.3917105,-251.6011704,-242.7050983,-176.3355757,-222.9434476,-200.7391819,176.3355757,242.7050983
164,ERP,2,0,2,,,,-200.7391819,-222.9434476,-285.3169549,-92.70509831,-15.70078687,-299.5888604,176.3355757,242.7050983
165,OLP,2,0,2,,,,-188.7961173,-233.1437884,-299.5888604,15.70078687,-296.3065022,-46.93033951,163.3917105,251.6011704
166,OLP,2,0,2,,,,-163.3917105,-251.6011704,-242.7050983,-176.3355757,-222.9434476,-200.7391819,176.3355757,242.7050983
167,ERP,2,0,2,,,,-176.3355757,-242.7050983,62.37350725,-293.4442802,-300,3.67E-14,188.7961173,233.1437884
168,BL,0,0,2,,,,259.8076211,150,,,,,,
169,LLP,1,1,3,,,,-150,-259.8076211,-31.35853898,-298.3565686,-280.0741279,-107.5103849,136.1971499,267.3019573
170,LLP,1,4,3,,,,-136.1971499,-267.3019573,-259.8076211,-150,-212.1320344,-212.1320344,107.5103849,280.0741279
171,LLP,2,0,3,,,,-150,-259.8076211,-31.35853898,-298.3565686,-280.0741279,-107.5103849,136.1971499,267.3019573
172,LLP,1,3,3,,,,-122.0209929,-274.0636373,122.0209929,-274.0636373,-293.4442802,-62.37350725,136.1971499,267.3019573
173,LLP,1,3,3,,,,-107.5103849,-280.0741279,46.93033951,-296.3065022,-176.3355757,-242.7050983,77.64571353,289.7777479
174,ERP,1,4,3,,,,-92.70509831,-285.3169549,176.3355757,-242.7050983,-285.3169549,-92.70509831,92.70509831,285.3169549
175,LLP,2,0,3,,,,-136.1971499,-267.3019573,-259.8076211,-150,-212.1320344,-212.1320344,107.5103849,280.0741279
176,LLP,2,0,3,,,,-122.0209929,-274.0636373,122.0209929,-274.0636373,-293.4442802,-62.37350725,136.1971499,267.3019573
177,LLP,2,0,3,,,,-107.5103849,-280.0741279,46.93033951,-296.3065022,-176.3355757,-242.7050983,77.64571353,289.7777479
178,LLP,1,5,3,,,,-77.64571353,-289.7777479,122.0209929,-274.0636373,-150,-259.8076211,92.70509831,285.3169549
179,ERP,2,0,3,,,,-92.70509831,-285.3169549,176.3355757,-242.7050983,-285.3169549,-92.70509831,92.70509831,285.3169549
180,LLP,1,1,3,,,,-62.37350725,-293.4442802,-150,-259.8076211,-176.3355757,-242.7050983,77.64571353,289.7777479
181,LLP,1,5,3,,,,-46.93033951,-296.3065022,-274.0636373,-122.0209929,122.0209929,-274.0636373,31.35853898,298.3565686
182,LLP,2,0,3,,,,-62.37350725,-293.4442802,-150,-259.8076211,-176.3355757,-242.7050983,77.64571353,289.7777479
183,OLP,1,2,3,,,,-31.35853898,-298.3565686,-150,-259.8076211,77.64571353,-289.7777479,31.35853898,298.3565686
184,LLP,2,0,3,,,,-77.64571353,-289.7777479,122.0209929,-274.0636373,-150,-259.8076211,92.70509831,285.3169549
185,LLP,1,2,3,,,,-15.70078687,-299.5888604,163.3917105,-251.6011704,-242.7050983,-176.3355757,15.70078687,299.5888604
186,OLP,2,0,3,,,,-31.35853898,-298.3565686,-150,-259.8076211,77.64571353,-289.7777479,31.35853898,298.3565686
187,LLP,2,0,3,,,,-46.93033951,-296.3065022,-274.0636373,-122.0209929,122.0209929,-274.0636373,31.35853898,298.3565686
188,LLP,2,0,3,,,,-15.70078687,-299.5888604,163.3917105,-251.6011704,-242.7050983,-176.3355757,15.70078687,299.5888604
189,BL,0,0,3,,,,259.8076211,150,,,,,,
190,OLP,1,2,3,,,,-5.51E-14,-300,-251.6011704,-163.3917105,136.1971499,-267.3019573,-15.70078687,299.5888604
191,ERP,1,5,3,,,,15.70078687,-299.5888604,-200.7391819,-222.9434476,-150,-259.8076211,-46.93033951,296.3065022
192,LLP,1,5,3,,,,31.35853898,-298.3565686,188.7961173,-233.1437884,274.0636373,-122.0209929,-46.93033951,296.3065022
193,OLP,2,0,3,,,,-5.51E-14,-300,-251.6011704,-163.3917105,136.1971499,-267.3019573,-15.70078687,299.5888604
194,OLP,1,1,3,,,,46.93033951,-296.3065022,-62.37350725,-293.4442802,274.0636373,-122.0209929,-46.93033951,296.3065022
195,OLP,1,4,3,,,,62.37350725,-293.4442802,267.3019573,-136.1971499,233.1437884,-188.7961173,-31.35853898,298.3565686
196,OLP,2,0,3,,,,46.93033951,-296.3065022,-62.37350725,-293.4442802,274.0636373,-122.0209929,-46.93033951,296.3065022
197,ERP,2,0,3,,,,15.70078687,-299.5888604,-200.7391819,-222.9434476,-150,-259.8076211,-46.93033951,296.3065022
198,LLP,2,0,3,,,,31.35853898,-298.3565686,188.7961173,-233.1437884,274.0636373,-122.0209929,-46.93033951,296.3065022
199,OLP,1,2,3,,,,77.64571353,-289.7777479,-212.1320344,-212.1320344,-200.7391819,-222.9434476,-107.5103849,280.0741279
200,OLP,2,0,3,,,,62.37350725,-293.4442802,267.3019573,-136.1971499,233.1437884,-188.7961173,-31.35853898,298.3565686
201,ERP,1,3,3,,,,92.70509831,-285.3169549,176.3355757,-242.7050983,-122.0209929,-274.0636373,-107.5103849,280.0741279
202,OLP,2,0,3,,,,77.64571353,-289.7777479,-212.1320344,-212.1320344,-200.7391819,-222.9434476,-107.5103849,280.0741279
203,ERP,1,3,3,,,,107.5103849,-280.0741279,259.8076211,-150,274.0636373,-122.0209929,-92.70509831,285.3169549
204,OLP,1,4,3,,,,122.0209929,-274.0636373,222.9434476,-200.7391819,296.3065022,-46.93033951,-122.0209929,274.0636373
205,ERP,2,0,3,,,,92.70509831,-285.3169549,176.3355757,-242.7050983,-122.0209929,-274.0636373,-107.5103849,280.0741279
206,LLP,1,1,3,,,,136.1971499,-267.3019573,259.8076211,-150,274.0636373,-122.0209929,-163.3917105,251.6011704
207,ERP,2,0,3,,,,107.5103849,-280.0741279,259.8076211,-150,274.0636373,-122.0209929,-92.70509831,285.3169549
208,LLP,2,0,3,,,,136.1971499,-267.3019573,259.8076211,-150,274.0636373,-122.0209929,-163.3917105,251.6011704
209,OLP,2,0,3,,,,122.0209929,-274.0636373,222.9434476,-200.7391819,296.3065022,-46.93033951,-122.0209929,274.0636373
210,BL,0,0,3,,,,259.8076211,150,,,,,,
211,ERP,1,2,3,,,,150,-259.8076211,-77.64571353,-289.7777479,-62.37350725,-293.4442802,-150,259.8076211
212,OLP,1,2,3,,,,163.3917105,-251.6011704,267.3019573,-136.1971499,296.3065022,-46.93033951,-150,259.8076211
213,OLP,1,3,3,,,,176.3355757,-242.7050983,299.5888604,-15.70078687,280.0741279,-107.5103849,-163.3917105,251.6011704
214,ERP,2,0,3,,,,150,-259.8076211,-77.64571353,-289.7777479,-62.37350725,-293.4442802,-150,259.8076211
215,OLP,2,0,3,,,,163.3917105,-251.6011704,267.3019573,-136.1971499,296.3065022,-46.93033951,-150,259.8076211
