TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
19,1000,1,1,OBJ,OLP,1,5,stimuli/fractals/85b.jpg,0.0374643765407187,-0.381293442776696,stimuli/fractals/85b.jpg,stimuli/fractals/85c.jpg,stimuli/fractals/85a.jpg,0.0374643765407187,-0.381293442776696,-0.261269743980476,-0.341965949281318,-0.019179252851818,0.208287433044898,0.355714286465714,0.388375851675516
20,3000,1,1,OBJ,OLP,1,2,stimuli/fractals/20c.jpg,0.0430381209707166,-0.255404869522099,stimuli/fractals/20c.jpg,stimuli/fractals/20a.jpg,stimuli/fractals/20b.jpg,0.0430381209707166,-0.255404869522099,-0.206161277456828,-0.411982102850702,0.341819312862799,0.0380974816069985,0.384974682186494,0.387400023711282
21,3000,1,1,OBJ,ERP,2,0,stimuli/fractals/68b.jpg,0.243127107197411,0.125124294917053,stimuli/fractals/68b.jpg,stimuli/fractals/68c.jpg,stimuli/fractals/68a.jpg,0.243127107197411,0.125124294917053,0.0906209816670514,-0.337039321701893,0.220390984373231,-0.155509845078801,-0.201446730335957,0.364607249282773
22,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/143a.jpg,-0.113669500173048,-0.230326717051996,stimuli/fractals/143c.jpg,stimuli/fractals/143a.jpg,stimuli/fractals/143b.jpg,-0.113669500173048,-0.230326717051996,0.0550690738096844,0.208958803575179,0.0492164095411617,0.149451740753664,0.366892700922927,-0.408188092091777
23,2000,1,1,OBJ,OLP,2,0,stimuli/fractals/20a.jpg,-0.381349087198501,-0.411186284603488,stimuli/fractals/20c.jpg,stimuli/fractals/20a.jpg,stimuli/fractals/20b.jpg,-0.381349087198501,-0.411186284603488,-0.206456688638,-0.0916028052042783,-0.096918161570686,-0.167362743459261,0.304534669942428,-0.381587110918106
24,1000,1,1,OBJ,ERP,1,1,stimuli/fractals/121a.jpg,0.201586796709177,-0.37676216682696,stimuli/fractals/121a.jpg,stimuli/fractals/121c.jpg,stimuli/fractals/121b.jpg,0.201586796709177,-0.37676216682696,0.388971566500661,0.126618679476806,-0.145173895781055,-0.235849281902214,-0.0642362562166545,0.3005967196354
25,4000,1,1,OBJ,OLP,2,0,stimuli/fractals/85c.jpg,-0.381349087198501,-0.411186284603488,stimuli/fractals/85b.jpg,stimuli/fractals/85c.jpg,stimuli/fractals/85a.jpg,-0.381349087198501,-0.411186284603488,-0.206456688638,-0.0916028052042783,-0.096918161570686,-0.167362743459261,0.304534669942428,-0.381587110918106
26,4000,1,1,OBJ,ERP,2,0,stimuli/fractals/121a.jpg,0.0430381209707166,-0.255404869522099,stimuli/fractals/121a.jpg,stimuli/fractals/121c.jpg,stimuli/fractals/121b.jpg,0.0430381209707166,-0.255404869522099,-0.206161277456828,-0.411982102850702,0.341819312862799,0.0380974816069985,0.384974682186494,0.387400023711282
27,2000,1,1,OBJ,OLP,1,4,stimuli/fractals/152b.jpg,0.134633677198209,-0.0995189770466318,stimuli/fractals/152b.jpg,stimuli/fractals/152a.jpg,stimuli/fractals/152c.jpg,0.134633677198209,-0.0995189770466318,0.342058479420351,0.166585474992867,0.341154254415035,0.366395161488761,-0.327032317515808,-0.279796326125205
28,5000,1,1,OBJ,ERP,1,2,stimuli/fractals/21a.jpg,-0.138257205028279,0.117933498943412,stimuli/fractals/21a.jpg,stimuli/fractals/21c.jpg,stimuli/fractals/21b.jpg,-0.138257205028279,0.117933498943412,-0.119469878575214,-0.356685767834358,-0.0438735618837969,-0.350787715364596,0.373615609887975,-0.202684868932033
29,2000,1,1,OBJ,BL,0,0,stimuli/fractals/82a.jpg,0.201586796709177,-0.37676216682696,stimuli/fractals/82a.jpg,stimuli/fractals/82b.jpg,stimuli/fractals/82c.jpg,0.201586796709177,-0.37676216682696,0.388971566500661,0.126618679476806,-0.145173895781055,-0.235849281902214,-0.0642362562166545,0.3005967196354
30,1000,1,1,OBJ,ERP,1,5,stimuli/fractals/108c.jpg,-0.138257205028279,0.117933498943412,stimuli/fractals/108c.jpg,stimuli/fractals/108a.jpg,stimuli/fractals/108b.jpg,-0.138257205028279,0.117933498943412,-0.119469878575214,-0.356685767834358,-0.0438735618837969,-0.350787715364596,0.373615609887975,-0.202684868932033
31,500,1,1,OBJ,ERP,2,0,stimuli/fractals/21a.jpg,0.349555278964462,0.348252114124031,stimuli/fractals/21a.jpg,stimuli/fractals/21c.jpg,stimuli/fractals/21b.jpg,0.349555278964462,0.348252114124031,0.35032266304111,-0.0171943279336273,0.0252869890399034,0.0622279065667685,-0.332147646555999,0.334901348023442
32,5000,1,1,OBJ,OLP,2,0,stimuli/fractals/152a.jpg,-0.0736018563160266,0.278909287056777,stimuli/fractals/152b.jpg,stimuli/fractals/152a.jpg,stimuli/fractals/152c.jpg,-0.0736018563160266,0.278909287056777,-0.249432950047313,0.32593332060101,0.208738199663061,0.0952562270237745,0.285702710193806,-0.346160170193627
33,3000,1,1,OBJ,OLP,1,5,stimuli/fractals/13b.jpg,0.134633677198209,-0.0995189770466318,stimuli/fractals/13b.jpg,stimuli/fractals/13a.jpg,stimuli/fractals/13c.jpg,0.134633677198209,-0.0995189770466318,0.342058479420351,0.166585474992867,0.341154254415035,0.366395161488761,-0.327032317515808,-0.279796326125205
34,2000,1,1,OBJ,BL,0,0,stimuli/fractals/82a.jpg,-0.0933645108333336,0.306095545105966,stimuli/fractals/82a.jpg,stimuli/fractals/82b.jpg,stimuli/fractals/82c.jpg,-0.0933645108333336,0.306095545105966,-0.386829051693286,0.35480413743401,-0.26475813770336,0.0351035843632327,0.264917020774459,-0.323686121707229
35,3000,1,1,OBJ,OLP,1,2,stimuli/fractals/73b.jpg,-0.287719549445217,0.36006420353437,stimuli/fractals/73b.jpg,stimuli/fractals/73a.jpg,stimuli/fractals/73c.jpg,-0.287719549445217,0.36006420353437,-0.355359579579394,-0.0979439793210427,-0.267359232442568,-0.200367066437,0.178496791746009,0.173560549568972
36,5000,1,1,OBJ,ERP,2,0,stimuli/fractals/108c.jpg,0.0512508654820509,-0.0793268217542413,stimuli/fractals/108c.jpg,stimuli/fractals/108a.jpg,stimuli/fractals/108b.jpg,0.0512508654820509,-0.0793268217542413,0.355666534425264,-0.0983017777339728,0.285291222191445,0.397357954218322,-0.369966850957483,0.263144970228889
37,1000,1,1,OBJ,OLP,1,2,stimuli/fractals/36c.jpg,-0.0736018563160266,0.278909287056777,stimuli/fractals/36c.jpg,stimuli/fractals/36b.jpg,stimuli/fractals/36a.jpg,-0.0736018563160266,0.278909287056777,-0.249432950047313,0.32593332060101,0.208738199663061,0.0952562270237745,0.285702710193806,-0.346160170193627
38,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/73a.jpg,0.349555278964462,0.348252114124031,stimuli/fractals/73b.jpg,stimuli/fractals/73a.jpg,stimuli/fractals/73c.jpg,0.349555278964462,0.348252114124031,0.35032266304111,-0.0171943279336273,0.0252869890399034,0.0622279065667685,-0.332147646555999,0.334901348023442
39,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/13a.jpg,-0.287719549445217,0.36006420353437,stimuli/fractals/13b.jpg,stimuli/fractals/13a.jpg,stimuli/fractals/13c.jpg,-0.287719549445217,0.36006420353437,-0.355359579579394,-0.0979439793210427,-0.267359232442568,-0.200367066437,0.178496791746009,0.173560549568972
40,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/36b.jpg,0.0512508654820509,-0.0793268217542413,stimuli/fractals/36c.jpg,stimuli/fractals/36b.jpg,stimuli/fractals/36a.jpg,0.0512508654820509,-0.0793268217542413,0.355666534425264,-0.0983017777339728,0.285291222191445,0.397357954218322,-0.369966850957483,0.263144970228889
41,7000,1,1,OBJ,OLP,1,1,stimuli/fractals/98b.jpg,-0.0933645108333336,0.306095545105966,stimuli/fractals/98b.jpg,stimuli/fractals/98c.jpg,stimuli/fractals/98a.jpg,-0.0933645108333336,0.306095545105966,-0.386829051693286,0.35480413743401,-0.26475813770336,0.0351035843632327,0.264917020774459,-0.323686121707229
42,4000,1,1,OBJ,OLP,1,4,stimuli/fractals/147b.jpg,-0.195067950730758,0.141350894930929,stimuli/fractals/147b.jpg,stimuli/fractals/147a.jpg,stimuli/fractals/147c.jpg,-0.195067950730758,0.141350894930929,-0.0658584839783797,-0.341070045952614,-0.00437292853914032,0.394441832901887,0.360133657138749,0.126415380890346
43,500,1,1,OBJ,OLP,2,0,stimuli/fractals/98c.jpg,0.0109648523514187,-0.178035850965068,stimuli/fractals/98b.jpg,stimuli/fractals/98c.jpg,stimuli/fractals/98a.jpg,0.0109648523514187,-0.178035850965068,-0.242119326802744,0.0947937716481255,0.188691302795285,-0.148189770323939,0.342245314942398,0.377909969255365
44,6000,1,1,OBJ,OLP,1,4,stimuli/fractals/131a.jpg,0.191666529389977,0.151079714989622,stimuli/fractals/131a.jpg,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,0.191666529389977,0.151079714989622,0.182516979337191,-0.208369599260185,0.283433599225534,-0.214116901940441,-0.362958221148927,0.389326528673043
45,6000,1,1,OBJ,OLP,1,4,stimuli/fractals/169a.jpg,-0.195067950730758,0.141350894930929,stimuli/fractals/169a.jpg,stimuli/fractals/169c.jpg,stimuli/fractals/169b.jpg,-0.195067950730758,0.141350894930929,-0.0658584839783797,-0.341070045952614,-0.00437292853914032,0.394441832901887,0.360133657138749,0.126415380890346
46,1000,1,1,OBJ,ERP,1,1,stimuli/fractals/123c.jpg,0.0374643765407187,-0.381293442776696,stimuli/fractals/123c.jpg,stimuli/fractals/123a.jpg,stimuli/fractals/123b.jpg,0.0374643765407187,-0.381293442776696,-0.261269743980476,-0.341965949281318,-0.019179252851818,0.208287433044898,0.355714286465714,0.388375851675516
47,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/147a.jpg,0.0374643765407187,-0.381293442776696,stimuli/fractals/147b.jpg,stimuli/fractals/147a.jpg,stimuli/fractals/147c.jpg,0.0374643765407187,-0.381293442776696,-0.261269743980476,-0.341965949281318,-0.019179252851818,0.208287433044898,0.355714286465714,0.388375851675516
48,3000,1,1,OBJ,ERP,2,0,stimuli/fractals/123c.jpg,-0.298092798762052,-0.277006787389507,stimuli/fractals/123c.jpg,stimuli/fractals/123a.jpg,stimuli/fractals/123b.jpg,-0.298092798762052,-0.277006787389507,-0.189893508153271,0.1292694717046,-0.21166748332846,0.14377338850564,0.356867441629257,0.175244885912602
49,8000,1,1,OBJ,OLP,2,0,stimuli/fractals/131c.jpg,0.0109648523514187,-0.178035850965068,stimuli/fractals/131a.jpg,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,0.0109648523514187,-0.178035850965068,-0.242119326802744,0.0947937716481255,0.188691302795285,-0.148189770323939,0.342245314942398,0.377909969255365
50,3000,1,1,OBJ,OLP,2,0,stimuli/fractals/169c.jpg,-0.298092798762052,-0.277006787389507,stimuli/fractals/169a.jpg,stimuli/fractals/169c.jpg,stimuli/fractals/169b.jpg,-0.298092798762052,-0.277006787389507,-0.189893508153271,0.1292694717046,-0.21166748332846,0.14377338850564,0.356867441629257,0.175244885912602
51,1000,1,2,LOC,ERP,1,3,stimuli/fractals/112b.jpg,0.278960302124068,0.0544879143470137,stimuli/fractals/112b.jpg,stimuli/fractals/112c.jpg,stimuli/fractals/112a.jpg,0.278960302124068,0.0544879143470137,0.158804315080755,-0.124154424618587,0.0824470617524571,0.365720912836354,-0.333590858350941,-0.183067015855641
52,1000,1,2,LOC,LLP,1,1,stimuli/fractals/16c.jpg,-0.381760878847346,-0.0545628795244732,stimuli/fractals/16c.jpg,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,-0.381760878847346,-0.0545628795244732,-0.232084247399992,0.19967352515561,-0.131096176372967,-0.290366753450552,0.224738351144348,0.285103460840005
53,500,1,2,LOC,ERP,1,6,stimuli/fractals/138c.jpg,0.147575156092154,0.11977637637225,stimuli/fractals/138c.jpg,stimuli/fractals/138b.jpg,stimuli/fractals/138a.jpg,0.147575156092154,0.11977637637225,0.284787713084109,0.361135493097638,-0.02643680621245,-0.206288704939649,-0.366479212084238,-0.0177736073328767
54,1000,1,2,LOC,LLP,2,0,stimuli/fractals/16c.jpg,-0.232084247399992,0.19967352515561,stimuli/fractals/16c.jpg,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,-0.381760878847346,-0.0545628795244732,-0.232084247399992,0.19967352515561,-0.131096176372967,-0.290366753450552,0.224738351144348,0.285103460840005
55,8000,1,2,LOC,ERP,2,0,stimuli/fractals/112b.jpg,0.269551887848046,0.145559699873984,stimuli/fractals/112b.jpg,stimuli/fractals/112c.jpg,stimuli/fractals/112a.jpg,0.269551887848046,0.145559699873984,0.0217444645094162,-0.0412175242927923,-0.00810637350952064,0.0453605530082405,-0.385319281923853,0.328317061589424
56,3000,1,2,LOC,LLP,1,4,stimuli/fractals/124a.jpg,0.278960302124068,0.0544879143470137,stimuli/fractals/124a.jpg,stimuli/fractals/124c.jpg,stimuli/fractals/124b.jpg,0.278960302124068,0.0544879143470137,0.158804315080755,-0.124154424618587,0.0824470617524571,0.365720912836354,-0.333590858350941,-0.183067015855641
57,2000,1,2,LOC,LLP,1,6,stimuli/fractals/88c.jpg,-0.316096281715219,0.257229887476937,stimuli/fractals/88c.jpg,stimuli/fractals/88b.jpg,stimuli/fractals/88a.jpg,-0.316096281715219,0.257229887476937,-0.103314573995188,-0.100359806624994,-0.156287337317038,0.311346216954297,0.342231204294026,0.282272145848275
58,3000,1,2,LOC,LLP,1,4,stimuli/fractals/94a.jpg,0.269551887848046,0.145559699873984,stimuli/fractals/94a.jpg,stimuli/fractals/94c.jpg,stimuli/fractals/94b.jpg,0.269551887848046,0.145559699873984,0.0217444645094162,-0.0412175242927923,-0.00810637350952064,0.0453605530082405,-0.385319281923853,0.328317061589424
59,2000,1,2,LOC,BL,0,0,stimuli/fractals/82a.jpg,-0.11250837474162,0.38857310015067,stimuli/fractals/82a.jpg,stimuli/fractals/82b.jpg,stimuli/fractals/82c.jpg,-0.11250837474162,0.38857310015067,-0.288453869941405,0.0331862826014811,-0.0670443598291047,-0.122466294616852,0.28545690758814,-0.178902226296883
60,1000,1,2,LOC,ERP,2,0,stimuli/fractals/138c.jpg,0.147575156092154,0.11977637637225,stimuli/fractals/138c.jpg,stimuli/fractals/138b.jpg,stimuli/fractals/138a.jpg,0.147575156092154,0.11977637637225,0.284787713084109,0.361135493097638,-0.02643680621245,-0.206288704939649,-0.366479212084238,-0.0177736073328767
61,3000,1,2,LOC,LLP,2,0,stimuli/fractals/124a.jpg,0.3670862703379,0.228673904376179,stimuli/fractals/124a.jpg,stimuli/fractals/124c.jpg,stimuli/fractals/124b.jpg,0.304045613265188,-0.0928766263864384,0.3670862703379,0.228673904376179,0.0916328193076294,-0.0177351667273506,-0.213368340909878,-0.0211576833254919
62,3000,1,2,LOC,LLP,1,5,stimuli/fractals/65b.jpg,-0.387670224240032,0.137944701148188,stimuli/fractals/65b.jpg,stimuli/fractals/65c.jpg,stimuli/fractals/65a.jpg,-0.387670224240032,0.137944701148188,-0.222148717449045,0.351763224685212,-0.0901606164589554,-0.206927468696633,0.037105347768813,-0.35066003488392
63,2000,1,2,LOC,LLP,2,0,stimuli/fractals/94a.jpg,0.3670862703379,0.228673904376179,stimuli/fractals/94a.jpg,stimuli/fractals/94c.jpg,stimuli/fractals/94b.jpg,0.304045613265188,-0.0928766263864384,0.3670862703379,0.228673904376179,0.0916328193076294,-0.0177351667273506,-0.213368340909878,-0.0211576833254919
64,4000,1,2,LOC,LLP,2,0,stimuli/fractals/88c.jpg,-0.103314573995188,-0.100359806624994,stimuli/fractals/88c.jpg,stimuli/fractals/88b.jpg,stimuli/fractals/88a.jpg,-0.316096281715219,0.257229887476937,-0.103314573995188,-0.100359806624994,-0.156287337317038,0.311346216954297,0.342231204294026,0.282272145848275
65,3000,1,2,LOC,LLP,1,1,stimuli/fractals/4b.jpg,-0.11250837474162,0.38857310015067,stimuli/fractals/4b.jpg,stimuli/fractals/4a.jpg,stimuli/fractals/4c.jpg,-0.11250837474162,0.38857310015067,-0.288453869941405,0.0331862826014811,-0.0670443598291047,-0.122466294616852,0.28545690758814,-0.178902226296883
66,5000,1,2,LOC,LLP,1,2,stimuli/fractals/43b.jpg,-0.387670224240032,0.137944701148188,stimuli/fractals/43b.jpg,stimuli/fractals/43c.jpg,stimuli/fractals/43a.jpg,-0.387670224240032,0.137944701148188,-0.222148717449045,0.351763224685212,-0.0901606164589554,-0.206927468696633,0.037105347768813,-0.35066003488392
67,1000,1,2,LOC,LLP,2,0,stimuli/fractals/4b.jpg,-0.326831140625912,-0.240896669236916,stimuli/fractals/4b.jpg,stimuli/fractals/4a.jpg,stimuli/fractals/4c.jpg,-0.190503536044937,0.135690695570675,-0.326831140625912,-0.240896669236916,-0.10276553102271,-0.157616797628535,0.23085332403715,-0.325118646641577
68,3000,1,2,LOC,LLP,2,0,stimuli/fractals/65b.jpg,-0.261269743980476,-0.341965949281318,stimuli/fractals/65b.jpg,stimuli/fractals/65c.jpg,stimuli/fractals/65a.jpg,0.0374643765407187,-0.381293442776696,-0.261269743980476,-0.341965949281318,-0.019179252851818,0.208287433044898,0.355714286465714,0.388375851675516
69,6000,1,2,LOC,LLP,2,0,stimuli/fractals/43b.jpg,-0.261269743980476,-0.341965949281318,stimuli/fractals/43b.jpg,stimuli/fractals/43c.jpg,stimuli/fractals/43a.jpg,0.0374643765407187,-0.381293442776696,-0.261269743980476,-0.341965949281318,-0.019179252851818,0.208287433044898,0.355714286465714,0.388375851675516
70,2000,1,2,LOC,LLP,1,4,stimuli/fractals/41c.jpg,0.104527034504115,0.294164604016502,stimuli/fractals/41c.jpg,stimuli/fractals/41a.jpg,stimuli/fractals/41b.jpg,0.104527034504115,0.294164604016502,0.30859371438024,0.0174750322798563,-0.175804447906102,0.0392765435013124,-0.322374251807234,-0.0011048572271077
71,3000,1,2,LOC,ERP,1,5,stimuli/fractals/129c.jpg,-0.0939992461681327,-0.302712176617316,stimuli/fractals/129c.jpg,stimuli/fractals/129b.jpg,stimuli/fractals/129a.jpg,-0.0939992461681327,-0.302712176617316,-0.261808105802692,-0.414196656118369,0.147817189961638,0.114540055432739,0.185288050074416,0.377959775366585
72,2000,1,2,LOC,ERP,1,6,stimuli/fractals/72c.jpg,-0.319756539202587,0.127094126208625,stimuli/fractals/72c.jpg,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,-0.319756539202587,0.127094126208625,-0.379465656076402,-0.412462834273018,-0.0196909336658894,-0.0998599155800335,0.191878394343738,0.00541792261499773
73,1000,1,2,LOC,ERP,1,4,stimuli/fractals/46a.jpg,-0.291210827297014,-0.0509625901382139,stimuli/fractals/46a.jpg,stimuli/fractals/46c.jpg,stimuli/fractals/46b.jpg,-0.291210827297014,-0.0509625901382139,-0.366261463438111,0.274981015076265,-0.0288234299712859,0.374185567887172,0.141837552755035,-0.379264295026218
74,1000,1,2,LOC,LLP,1,1,stimuli/fractals/11c.jpg,-0.190503536044937,0.135690695570675,stimuli/fractals/11c.jpg,stimuli/fractals/11b.jpg,stimuli/fractals/11a.jpg,-0.190503536044937,0.135690695570675,-0.326831140625912,-0.240896669236916,-0.10276553102271,-0.157616797628535,0.23085332403715,-0.325118646641577
75,3000,1,2,LOC,LLP,2,0,stimuli/fractals/41c.jpg,0.30859371438024,0.0174750322798563,stimuli/fractals/41c.jpg,stimuli/fractals/41a.jpg,stimuli/fractals/41b.jpg,0.104527034504115,0.294164604016502,0.30859371438024,0.0174750322798563,-0.175804447906102,0.0392765435013124,-0.322374251807234,-0.0011048572271077
76,1000,1,2,LOC,LLP,2,0,stimuli/fractals/11c.jpg,-0.379465656076402,-0.412462834273018,stimuli/fractals/11c.jpg,stimuli/fractals/11b.jpg,stimuli/fractals/11a.jpg,-0.319756539202587,0.127094126208625,-0.379465656076402,-0.412462834273018,-0.0196909336658894,-0.0998599155800335,0.191878394343738,0.00541792261499773
77,7000,1,2,LOC,ERP,2,0,stimuli/fractals/129c.jpg,-0.0939992461681327,-0.302712176617316,stimuli/fractals/129c.jpg,stimuli/fractals/129b.jpg,stimuli/fractals/129a.jpg,-0.0939992461681327,-0.302712176617316,-0.261808105802692,-0.414196656118369,0.147817189961638,0.114540055432739,0.185288050074416,0.377959775366585
78,4000,1,2,LOC,ERP,2,0,stimuli/fractals/46a.jpg,0.340996443231875,-0.365485891320309,stimuli/fractals/46a.jpg,stimuli/fractals/46c.jpg,stimuli/fractals/46b.jpg,0.340996443231875,-0.365485891320309,0.308236088512308,0.105872773225106,0.318338490920652,0.201520860452134,-0.257259469410391,-0.142406182586812
79,3000,1,2,LOC,ERP,2,0,stimuli/fractals/72c.jpg,0.0622444046097804,0.214097381457394,stimuli/fractals/72c.jpg,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,0.0622444046097804,0.214097381457394,0.251014336865904,0.357368302471831,-0.225629141779108,0.211078939875991,-0.365474919561976,-0.127877876972375
